lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz
2.366351,2.87836,2.137587,2.999598,1.712734,1.903046,2.284786,0.9166023,2.400853,2.372856,3.4069,2.443795,2.072821,3.017642,2.240339,2.987503,1.974315,1.983412
2.339576,2.884151,2.146069,3.005454,1.670935,1.895538,2.269545,0.912306,2.397562,2.372107,3.386879,2.442484,2.0461,3.023115,2.246668,2.995959,1.916296,1.975421
2.314722,2.887606,2.153303,3.005936,1.639317,1.890744,2.256717,0.908826,2.394826,2.370934,3.369572,2.441179,2.021446,3.02574,2.251913,3.00052,1.902348,1.975579
2.291723,2.884692,2.15905,3.002126,1.613151,1.887462,2.244278,0.9043875,2.392247,2.369965,3.354701,2.439869,1.998372,3.020406,2.255827,3.004968,1.884246,1.974758
2.268286,2.88718,2.164072,2.997734,1.591324,1.884959,2.230727,0.9007353,2.389937,2.368722,3.34211,2.438623,1.974212,3.022361,2.259149,3.008534,1.871817,1.974419
2.247132,2.8908,2.16851,2.992057,1.572954,1.883103,2.22438,0.899086,2.388917,2.366467,3.331103,2.437393,1.963575,3.024124,2.260585,3.011452,1.862396,1.974297
2.220181,2.904925,2.17333,2.986116,1.557284,1.88173,2.212049,0.8959252,2.387103,2.363911,3.322402,2.436233,1.929782,3.044044,2.264453,3.013915,1.854872,1.974226
2.195901,2.916634,2.177471,2.979744,1.543259,1.880826,2.200412,0.8926228,2.38556,2.361523,3.315116,2.435133,1.901408,3.059192,2.267515,3.015549,1.851398,1.974111
2.098852,3.025166,2.19649,2.973235,1.530073,1.8807,2.190248,0.8897752,2.384271,2.359004,3.308575,2.434116,1.875187,3.071553,2.270391,3.016853,1.848978,1.974064
2.039782,3.089832,2.208225,2.967229,1.518667,1.881341,2.180315,0.8869994,2.383368,2.356407,3.303317,2.433169,1.852113,3.081017,2.272765,3.013399,1.83163,1.971861
2.036191,3.123667,2.21322,2.960747,1.503671,1.884315,2.162941,0.8839694,2.383676,2.353757,3.298605,2.432287,1.838214,3.106976,2.27205,3.009811,1.815417,1.969911
2.007392,3.171352,2.216573,2.957819,1.492338,1.888877,2.148254,0.8827823,2.384208,2.352069,3.296654,2.431647,1.821325,3.124633,2.27234,3.009919,1.813249,1.970008
1.992239,3.211001,2.217169,2.956678,1.499262,1.900553,2.137064,0.8799276,2.38494,2.350277,3.296082,2.431134,1.810494,3.145716,2.271431,3.010171,1.814468,1.970907
1.976576,3.24496,2.218276,2.959273,1.5123,1.911969,2.12957,0.8778158,2.385675,2.348312,3.297792,2.430641,1.800204,3.162338,2.271052,3.010715,1.819966,1.973026
1.950277,3.26254,2.221472,2.967982,1.598432,1.936667,2.123308,0.8754256,2.386427,2.346274,3.299678,2.430247,1.794312,3.171983,2.266488,3.016426,1.854861,1.981098
1.9304,3.27693,2.223094,2.977864,1.676525,1.95604,2.117705,0.873256,2.387135,2.344415,3.301048,2.429934,1.769691,3.196216,2.26615,3.012601,1.883103,1.985281
1.923702,3.28704,2.22244,2.989475,1.766165,1.97474,2.112747,0.8713076,2.387836,2.342654,3.302067,2.429665,1.763926,3.210665,2.266023,3.013222,1.875844,1.987615
1.926252,3.304032,2.218249,3.003831,1.864985,1.991736,2.108724,0.8693844,2.388504,2.34075,3.302912,2.429411,1.764416,3.223307,2.264109,3.013345,1.874807,1.989017
1.917866,3.315784,2.218576,2.999841,1.850842,1.991695,2.10572,0.8674052,2.389163,2.33907,3.303802,2.429174,1.761103,3.223535,2.263946,3.012237,1.87549,1.990572
1.913302,3.327344,2.218646,3.026377,2.051868,2.015068,2.105448,0.8658466,2.389723,2.337596,3.305069,2.428922,1.763297,3.240829,2.261714,3.027881,1.969867,2.000481
1.910799,3.339817,2.218587,3.041045,2.294953,2.041408,2.10531,0.8642361,2.390258,2.33637,3.306845,2.428641,1.760209,3.250151,2.260717,3.045747,2.35256,2.048103
1.909555,3.351993,2.218574,3.045413,2.463741,2.060875,2.105381,0.8627331,2.390727,2.335196,3.308897,2.428346,1.771082,3.280523,2.257187,3.053068,2.542444,2.075787
1.925024,3.390823,2.217772,3.043933,2.595171,2.075885,2.105975,0.8611384,2.391148,2.334626,3.310825,2.428048,1.775131,3.299645,2.25561,3.05145,2.702249,2.098966
1.940853,3.422682,2.217104,3.03815,2.712885,2.088532,2.10826,0.8589536,2.391614,2.334384,3.312545,2.42776,1.780916,3.322901,2.254566,3.048403,2.886133,2.130063
1.973831,3.469969,2.215847,3.033134,2.806399,2.098208,2.111246,0.8567399,2.392007,2.334355,3.314323,2.427451,1.791021,3.349655,2.254675,3.046658,2.938779,2.139304
1.986412,3.490779,2.21579,3.026837,2.899008,2.107233,2.117393,0.8542359,2.392299,2.334685,3.31609,2.427081,1.79823,3.371437,2.254061,3.038565,3.001828,2.149669
1.988324,3.494361,2.214886,3.018991,2.997216,2.116858,2.125922,0.8515644,2.392631,2.335486,3.317887,2.426639,1.809572,3.396636,2.253863,3.021809,3.110718,2.166298
2.008235,3.523467,2.214255,3.008249,3.108948,2.128906,2.135708,0.8488503,2.392823,2.336738,3.319661,2.426135,1.811169,3.41861,2.25371,3.003498,3.185086,2.179131
2.034441,3.54189,2.210032,3.000865,3.187508,2.13671,2.148067,0.8455944,2.393008,2.33846,3.321502,2.425585,1.858376,3.47494,2.249969,2.993559,3.237652,2.188618
2.083485,3.612018,2.208623,3.010274,3.216619,2.141165,2.16264,0.8429074,2.393155,2.340734,3.323903,2.424943,1.893414,3.515498,2.247109,2.989989,3.259731,2.192483
2.118626,3.660919,2.207423,3.00592,3.24817,2.143465,2.178991,0.8409625,2.393193,2.343928,3.326678,2.424214,1.920817,3.547255,2.244846,2.986972,3.27933,2.196105
2.153788,3.704536,2.20545,3.002202,3.275534,2.145459,2.198294,0.838941,2.39317,2.347205,3.329481,2.423451,1.950706,3.580075,2.242063,2.984717,3.296521,2.199623
2.185944,3.74983,2.203633,3.0008,3.3074,2.147897,2.216793,0.8372968,2.39322,2.350667,3.332488,2.422658,1.981315,3.611907,2.239249,2.984515,3.318069,2.203633
2.200408,3.767875,2.203085,3.000669,3.340147,2.149538,2.233663,0.8358392,2.393298,2.3542,3.335421,2.421871,2.011487,3.637001,2.237271,2.987119,3.338214,2.207858
2.228661,3.803426,2.202369,3.001508,3.371942,2.150399,2.24987,0.83406,2.393441,2.358569,3.338643,2.421052,2.038462,3.657516,2.235522,2.991004,3.355998,2.211497
2.231069,3.822915,2.200466,3.002896,3.402861,2.150703,2.269963,0.8321518,2.39384,2.363317,3.341728,2.420262,2.064999,3.684799,2.235582,2.995151,3.373707,2.214179
2.243035,3.854149,2.199651,3.00447,3.43215,2.150495,2.288919,0.8302689,2.394302,2.368696,3.34533,2.419468,2.08948,3.708385,2.235713,2.999529,3.390437,2.216388
2.26559,3.889657,2.200491,3.006287,3.458581,2.150183,2.306494,0.8284417,2.394905,2.374223,3.348859,2.418696,2.112308,3.728733,2.2358,3.004481,3.402188,2.218426
2.283794,3.918489,2.201149,3.008458,3.483649,2.149698,2.323013,0.8270031,2.39556,2.380164,3.35248,2.417941,2.131323,3.745981,2.235818,3.009504,3.41328,2.220282
2.299464,3.945453,2.202169,3.010658,3.505966,2.149239,2.338446,0.8258188,2.396219,2.386507,3.356409,2.417237,2.148918,3.761226,2.23582,3.014246,3.42341,2.221944
2.312393,3.967637,2.203051,3.158162,3.679021,2.219014,2.353148,0.8247179,2.396851,2.392741,3.360133,2.416597,2.163588,3.77403,2.235794,3.181822,3.596626,2.296346
2.32116,3.984784,2.20393,3.257011,3.779875,2.268828,2.366956,0.8239478,2.39743,2.399349,3.363739,2.416008,2.174171,3.783427,2.235829,3.282298,3.673451,2.336197
2.32881,4.000107,2.204631,3.386057,3.927309,2.344689,2.37923,0.8233562,2.397945,2.405767,3.367192,2.415456,2.183912,3.792203,2.235803,3.360271,3.742918,2.374118
2.334447,4.012393,2.205241,3.529306,3.957155,2.423236,2.39002,0.822829,2.398414,2.411952,3.370391,2.414941,2.191586,3.799148,2.235803,3.555904,3.77514,2.468598
2.338596,4.021054,2.205793,3.585184,3.972406,2.453053,2.399461,0.8223498,2.398825,2.417804,3.373113,2.414466,2.197609,3.803739,2.235845,3.576544,3.779042,2.477882
2.338951,4.026833,2.205872,3.587384,3.995203,2.449668,2.40788,0.8220553,2.399172,2.423508,3.37558,2.414019,2.202255,3.807366,2.2359,3.577337,3.793492,2.474056
2.339719,4.03462,2.205784,3.568375,4.01518,2.436618,2.42205,0.8217394,2.399717,2.434492,3.37964,2.41321,2.209165,3.8127,2.23594,3.554277,3.811826,2.453396
2.339452,4.036901,2.205715,3.558352,4.022136,2.430295,2.428282,0.821701,2.399931,2.439633,3.381332,2.412819,2.211357,3.814332,2.236001,3.544063,3.81635,2.445114
2.338892,4.039051,2.205803,3.552212,4.031106,2.426415,2.433968,0.8217424,2.400094,2.444597,3.382612,2.412446,2.212815,3.81535,2.236112,3.538306,3.823654,2.440068
2.338917,4.039743,2.20576,3.549341,4.045797,2.422957,2.438926,0.8221167,2.400161,2.449059,3.383599,2.412085,2.214546,3.816176,2.236228,3.537385,3.831431,2.437737
2.33908,4.0403,2.20572,3.547025,4.058093,2.419764,2.443408,0.8225393,2.40021,2.453251,3.384257,2.411737,2.216167,3.817003,2.236357,3.536697,3.83803,2.435518
2.339434,4.040811,2.205686,3.547529,4.068211,2.418169,2.447421,0.8229211,2.400252,2.457166,3.384794,2.411396,2.21766,3.817852,2.236494,3.53741,3.843463,2.434227
2.339923,4.040954,2.205721,3.548583,4.077579,2.416734,2.450603,0.8232135,2.400257,2.460511,3.385113,2.411058,2.219087,3.817858,2.236655,3.53845,3.848624,2.433037
2.340244,4.040967,2.205766,3.543815,4.086737,2.413013,2.452419,0.8233377,2.400239,2.463601,3.385348,2.410724,2.220498,3.817605,2.236859,3.535988,3.85376,2.430261
2.340469,4.040989,2.205826,3.524126,4.06227,2.401442,2.453594,0.823293,2.400214,2.466364,3.385424,2.410404,2.221597,3.817411,2.237085,3.530357,3.857939,2.427103
2.34069,4.04083,2.205914,3.507852,4.042637,2.392105,2.454579,0.8232448,2.4002,2.468811,3.385385,2.410095,2.222662,3.81689,2.23736,3.524544,3.864171,2.423906
2.340849,4.040605,2.206,3.49553,4.066463,2.387028,2.455287,0.8232278,2.400192,2.471097,3.385338,2.409793,2.223687,3.816263,2.237647,3.51939,3.870019,2.421045
2.351687,4.042861,2.205033,3.493333,4.082103,2.386088,2.455687,0.8232269,2.40018,2.472791,3.385593,2.409518,2.223907,3.815336,2.23764,3.516943,3.879278,2.419435
2.352262,4.042067,2.205186,3.491677,4.096568,2.385414,2.456,0.8232516,2.400169,2.474392,3.385839,2.409257,2.224294,3.814458,2.237704,3.514865,3.887821,2.418104
2.352466,4.041422,2.20532,3.490879,4.110723,2.384798,2.45628,0.8232877,2.400158,2.475904,3.386081,2.409012,2.224859,3.813334,2.237804,3.513247,3.896415,2.416847
2.352637,4.040718,2.20545,3.490706,4.123352,2.384345,2.456517,0.8233368,2.40015,2.477305,3.386304,2.408798,2.225371,3.812214,2.237915,3.512112,3.904033,2.415801
2.352742,4.040108,2.205574,3.494484,4.138997,2.385547,2.456475,0.8234435,2.400141,2.478101,3.386641,2.408657,2.225805,3.811197,2.238014,3.513067,3.9115,2.415748
2.352623,4.039753,2.205687,3.499754,4.154278,2.386906,2.456374,0.8235455,2.400134,2.478613,3.38694,2.408553,2.226189,3.810449,2.238132,3.514769,3.919025,2.41581
2.353001,4.039002,2.205824,3.504181,4.167556,2.388015,2.456095,0.8236599,2.40014,2.479016,3.387177,2.408478,2.226244,3.809752,2.238167,3.51618,3.925892,2.415847
2.353428,4.038181,2.205952,3.24905,4.023263,2.352869,2.455578,0.8238351,2.400162,2.479346,3.387389,2.408424,2.226197,3.809131,2.238191,3.178983,3.82722,2.36191
2.353844,4.037241,2.206088,3.106757,3.942351,2.333165,2.454819,0.8240312,2.400206,2.479562,3.3875,2.408399,2.226026,3.808497,2.238215,3.059573,3.790881,2.343264
2.35414,4.036275,2.206223,3.008284,3.886873,2.320223,2.454013,0.8242318,2.400248,2.479647,3.387543,2.408397,2.225827,3.807843,2.238269,2.987101,3.768349,2.332896
2.354358,4.035321,2.20637,2.935853,3.84689,2.310877,2.45319,0.824388,2.400315,2.479716,3.387583,2.408401,2.22554,3.807166,2.238329,2.932608,3.756166,2.325419
2.354337,4.034663,2.206487,2.879854,3.816231,2.303794,2.452147,0.8245149,2.40039,2.479776,3.387634,2.408413,2.22535,3.806606,2.238429,2.893544,3.746636,2.320391
2.353956,4.034008,2.20661,2.83531,3.791955,2.298249,2.450951,0.8245334,2.400482,2.479775,3.387704,2.408439,2.225163,3.805966,2.238625,2.863854,3.739926,2.316762
2.353422,4.033321,2.20679,2.798063,3.772129,2.293827,2.449735,0.8245397,2.400575,2.479724,3.387817,2.408489,2.224968,3.805174,2.238858,2.839517,3.733644,2.314101
2.352372,4.032612,2.207036,2.772364,3.755674,2.290237,2.448551,0.8244246,2.400706,2.479563,3.387941,2.408573,2.224979,3.804114,2.239151,2.823146,3.727784,2.312027
2.323317,4.025245,2.20967,2.747531,3.742117,2.286973,2.44746,0.8243525,2.400818,2.479302,3.388158,2.408689,2.226111,3.801829,2.239944,2.808649,3.722935,2.310534
2.365906,4.01487,2.208,2.717471,3.730285,2.284224,2.446515,0.8243012,2.400911,2.478971,3.388336,2.408833,2.226695,3.799764,2.2406,2.792957,3.717315,2.310141
2.406733,4.007544,2.206489,2.722625,3.743404,2.278393,2.445695,0.824239,2.401,2.478564,3.388556,2.409004,2.233403,3.794387,2.242532,2.802719,3.718056,2.3075
2.382812,3.991947,2.204798,2.728716,3.755546,2.273523,2.445233,0.8241981,2.401059,2.478098,3.388765,2.409202,2.240764,3.788312,2.244677,2.812383,3.719253,2.305346
2.360058,3.976885,2.203319,2.743814,3.746332,2.273026,2.444866,0.8241615,2.401117,2.477605,3.389019,2.40942,2.249422,3.782208,2.247046,2.822197,3.719768,2.303959
2.324826,3.959196,2.19826,2.776913,3.732213,2.272482,2.444464,0.8240604,2.401198,2.476562,3.389351,2.409889,2.190343,3.770638,2.239738,2.846468,3.720297,2.302801
2.309139,3.962912,2.195421,2.792742,3.726261,2.27245,2.444319,0.8239532,2.401237,2.475993,3.389534,2.41014,2.169332,3.770569,2.234675,2.858202,3.720599,2.302567
2.27412,3.948746,2.19386,2.807817,3.720692,2.272591,2.444201,0.823831,2.401279,2.47543,3.389745,2.410385,2.104302,3.757162,2.235071,2.868955,3.721168,2.302382
2.252394,3.942249,2.191841,2.821901,3.716421,2.272758,2.444117,0.8236945,2.401333,2.474998,3.389899,2.410624,2.081012,3.755439,2.232971,2.879357,3.722368,2.302287
2.228951,3.939197,2.189751,2.835303,3.713018,2.272911,2.444039,0.8235085,2.401393,2.47459,3.390031,2.41086,2.061859,3.754387,2.231184,2.889459,3.723924,2.302214
2.205829,3.935002,2.188592,2.847713,3.710244,2.273036,2.443998,0.8232844,2.401456,2.474158,3.390172,2.411097,2.043339,3.752125,2.230289,2.899137,3.725384,2.30224
2.188884,3.933126,2.187353,2.861483,3.705947,2.273343,2.44396,0.8230639,2.401519,2.473765,3.390251,2.411326,2.02541,3.753973,2.229152,2.908717,3.726826,2.301938
2.172168,3.929325,2.185881,2.873446,3.711427,2.268652,2.443928,0.8228266,2.401586,2.473359,3.390307,2.411554,2.011274,3.750421,2.227702,2.926898,3.717877,2.29987
2.144457,3.873121,2.179942,2.908342,3.683124,2.261875,2.44392,0.8226216,2.401645,2.47256,3.390752,2.41178,2.00001,3.716113,2.217799,2.985964,3.657681,2.295692
2.084338,3.698328,2.168652,2.969054,3.584512,2.247526,2.443899,0.8223987,2.4017,2.471729,3.391228,2.412014,1.979042,3.587125,2.200605,3.073416,3.512947,2.279376
2.010414,3.443305,2.155857,3.15887,3.193582,2.236709,2.443877,0.8221608,2.40175,2.470839,3.391725,2.412261,1.91843,3.457498,2.189844,3.202909,3.226416,2.268471
1.930237,3.119838,2.142832,3.294294,2.842054,2.240321,2.443861,0.821926,2.40178,2.469681,3.392336,2.412527,1.841434,3.217911,2.178041,3.3167,2.982755,2.277466
1.856767,2.888452,2.136978,3.380232,2.598858,2.254459,2.443832,0.8216771,2.401802,2.46856,3.392904,2.412797,1.770213,3.02437,2.17173,3.393516,2.78306,2.285758
1.798541,2.729505,2.131971,3.421889,2.459729,2.263982,2.443761,0.82142,2.401776,2.467437,3.393384,2.413088,1.719304,2.918029,2.16901,3.436293,2.644363,2.29281
1.724196,2.539965,2.118154,3.434476,2.280685,2.278255,2.443604,0.8211237,2.401687,2.466368,3.393573,2.413416,1.646062,2.840223,2.160832,3.464573,2.540107,2.299963
1.671809,2.416822,2.106445,3.437215,2.182367,2.28725,2.443143,0.8211297,2.401426,2.465317,3.393646,2.413772,1.597157,2.794236,2.15426,3.458234,2.347249,2.309742
1.613045,2.307117,2.087207,3.433836,2.106178,2.295851,2.442293,0.8220911,2.40064,2.464176,3.393599,2.41416,1.561112,2.764805,2.148323,3.454392,2.236762,2.316471
1.573814,2.253276,2.074288,3.420866,2.033759,2.303322,2.44066,0.8245611,2.399214,2.462813,3.393513,2.414597,1.524244,2.729641,2.132109,3.45068,2.200296,2.320277
1.546373,2.256585,2.067098,3.412053,1.995793,2.305058,2.438383,0.8300936,2.396546,2.461401,3.393092,2.415062,1.500903,2.716837,2.122115,3.443628,2.137653,2.32688
1.528521,2.272315,2.061406,3.388475,1.960967,2.30466,2.436299,0.8399397,2.392046,2.460022,3.391776,2.415585,1.487992,2.699607,2.111464,3.416363,2.088665,2.328887
1.523175,2.303867,2.052937,3.371364,1.935329,2.303351,2.431923,0.8529019,2.386199,2.45857,3.39042,2.415996,1.485369,2.688923,2.100056,3.408152,2.074741,2.328761
1.542407,2.334799,2.038274,3.352767,1.914388,2.299375,2.426357,0.8737218,2.378668,2.456948,3.389563,2.416344,1.502625,2.709323,2.094567,3.397775,2.063687,2.326656
1.617146,2.395427,2.023177,3.321696,1.893885,2.29138,2.419717,0.8950323,2.370478,2.454018,3.391194,2.416724,1.564185,2.725623,2.080556,3.375998,2.051903,2.321099
1.708955,2.446602,2.010575,3.296598,1.901913,2.282781,2.410629,0.9173429,2.361943,2.449269,3.394704,2.417037,1.678213,2.733656,2.060832,3.356489,2.063912,2.31419
2.113708,2.519303,1.998582,3.199551,2.02777,2.234986,2.384287,0.9842682,2.340524,2.440227,3.40199,2.417218,1.966049,2.774969,2.048603,3.237383,2.256472,2.254354
2.212411,2.598121,2.016442,2.469937,2.504848,2.136803,2.368547,1.01936,2.33018,2.433846,3.411374,2.417173,2.120982,2.914615,2.081426,3.023035,2.408611,2.219466
2.28816,2.678415,2.038753,2.824842,2.469114,1.997116,2.350603,1.051291,2.320692,2.427484,3.421751,2.417091,2.205588,3.024802,2.113924,3.046879,2.487498,2.053632
2.355288,2.760003,2.063939,2.922405,2.434511,1.955411,2.332624,1.09337,2.309862,2.422637,3.43084,2.417043,2.268712,3.122321,2.146257,3.073364,2.488595,1.998787
2.395637,2.845924,2.085726,2.987452,2.395203,1.924944,2.320463,1.129115,2.300676,2.419937,3.437464,2.417027,2.29246,3.219274,2.170649,3.094515,2.490314,1.978201
2.417843,2.911762,2.104202,3.050626,2.315621,1.892373,2.311726,1.156627,2.293321,2.418452,3.441692,2.416951,2.294472,3.251743,2.180073,3.115963,2.478697,1.961605
2.425019,2.966844,2.122579,3.083799,2.255095,1.872409,2.302632,1.187017,2.28558,2.417681,3.445063,2.416851,2.287621,3.283753,2.191657,3.131094,2.452342,1.945097
2.427207,3.008372,2.138859,3.102138,2.204979,1.859399,2.297503,1.212147,2.278958,2.417903,3.446946,2.416681,2.2787,3.309742,2.203141,3.140685,2.423328,1.932807
2.427006,3.039036,2.152732,3.112531,2.163779,1.850872,2.290011,1.230395,2.27361,2.420063,3.453622,2.416359,2.269467,3.329675,2.213656,3.145407,2.401405,1.925853
2.400713,3.135804,2.167558,3.117311,2.128811,1.845244,2.279602,1.243338,2.26987,2.422335,3.46014,2.415979,2.197747,3.495182,2.238129,3.148117,2.380407,1.920447
2.372246,3.460082,2.195248,3.119865,2.092745,1.841475,2.269033,1.251828,2.267453,2.424732,3.465424,2.415535,2.174541,3.603874,2.247848,3.14974,2.35767,1.916298
2.358744,3.51596,2.200941,3.123306,2.050114,1.840504,2.260227,1.258538,2.265901,2.427239,3.46981,2.415074,2.148856,3.663248,2.254468,3.151431,2.327447,1.913319
2.351402,3.558789,2.204115,3.126478,1.995467,1.843672,2.256008,1.259774,2.265555,2.431549,3.470297,2.41453,2.142156,3.682759,2.255741,3.15583,2.278391,1.912114
2.178921,3.673213,2.217721,3.129297,1.91014,1.856143,2.253472,1.25973,2.265979,2.435975,3.468759,2.413931,2.047534,3.707416,2.26502,3.164278,2.187725,1.916511
2.029765,3.703529,2.234336,3.155251,1.727296,1.883358,2.247727,1.252665,2.268925,2.441051,3.466083,2.413295,1.946617,3.687945,2.27145,3.187422,2.089165,1.931388
1.964115,3.706457,2.233118,3.18601,1.571998,1.918454,2.237377,1.23545,2.273726,2.445426,3.463789,2.412723,1.905335,3.674373,2.275734,3.220374,1.94347,1.953416
1.884847,3.703542,2.233192,3.227923,1.440323,1.95706,2.227035,1.212272,2.279792,2.449231,3.461798,2.412196,1.858813,3.665024,2.277421,3.267951,1.857204,1.981918
1.75243,3.688149,2.225266,3.260705,1.414247,1.98989,2.217024,1.181408,2.287735,2.452009,3.459954,2.411716,1.794959,3.694119,2.289451,3.310139,1.78457,2.009002
1.658104,3.673253,2.22041,3.290653,1.378896,2.016024,2.211197,1.149093,2.296031,2.453835,3.457975,2.411226,1.72541,3.704347,2.296216,3.340762,1.716193,2.032152
1.566591,3.651852,2.217794,3.317592,1.36776,2.038946,2.214778,1.108389,2.305824,2.455253,3.45535,2.410648,1.602106,3.644647,2.298686,3.385207,1.739419,2.067461
1.492414,3.635588,2.213372,3.33869,1.37428,2.056891,2.217481,1.076539,2.313405,2.455564,3.452272,2.410034,1.521182,3.614644,2.289773,3.415524,1.768005,2.089279
1.442174,3.621789,2.212237,3.356128,1.446789,2.076703,2.221782,1.044649,2.320996,2.455645,3.447497,2.409323,1.472224,3.588989,2.287391,3.432885,1.803741,2.10522
1.405196,3.611779,2.211207,3.362609,1.568175,2.092127,2.227134,1.014821,2.328259,2.455684,3.443144,2.408743,1.436533,3.570093,2.285347,3.437249,1.896103,2.121359
1.384423,3.609455,2.209582,3.356921,1.745696,2.10229,2.233689,0.990507,2.334575,2.455483,3.440838,2.408321,1.409498,3.570736,2.281068,3.429906,2.008322,2.130946
1.375993,3.61652,2.206132,3.330028,2.046268,2.112328,2.244236,0.968011,2.341017,2.455102,3.438888,2.40803,1.398625,3.570547,2.279515,3.390432,2.231259,2.139519
1.377857,3.617222,2.205731,3.301057,2.420773,2.124067,2.253502,0.9508178,2.34616,2.454801,3.437261,2.407838,1.394919,3.567775,2.278744,3.472126,2.767451,2.207367
1.383263,3.620398,2.205119,3.273317,2.799144,2.142424,2.267317,0.9339422,2.351838,2.454713,3.435947,2.407727,1.391187,3.563346,2.27769,3.484316,2.922328,2.219663
1.40285,3.636747,2.202755,3.253629,3.077685,2.164602,2.279884,0.9212872,2.356665,2.454726,3.435065,2.407671,1.388441,3.566031,2.278243,3.466912,3.172119,2.25338
1.474857,3.687978,2.200461,3.187387,3.251515,2.167968,2.29199,0.911026,2.360849,2.454824,3.434357,2.407649,1.43009,3.591125,2.27135,3.414516,3.31165,2.265952
1.551703,3.744884,2.201174,3.159418,3.389984,2.188812,2.302376,0.902752,2.364325,2.455061,3.433651,2.407649,1.473346,3.624896,2.267409,3.399972,3.357099,2.271825
1.648084,3.8092,2.204323,3.149916,3.435896,2.196067,2.315184,0.8935136,2.368115,2.455529,3.43285,2.407676,1.515463,3.658283,2.264731,3.386391,3.399582,2.277754
1.676416,3.83042,2.206675,3.37866,3.67096,2.351774,2.326365,0.8859754,2.371312,2.456089,3.432106,2.407736,1.536248,3.678761,2.265291,3.543823,3.623511,2.428799
1.705371,3.839827,2.210064,3.475778,3.791238,2.378412,2.337411,0.8789042,2.3743,2.456881,3.431109,2.407855,1.664453,3.697958,2.267125,3.568547,3.66194,2.434213
1.721748,3.845982,2.211488,3.484549,3.824899,2.377057,2.348083,0.8724719,2.377057,2.457773,3.430099,2.40802,1.762637,3.71707,2.267917,3.569968,3.69943,2.428696
1.762357,3.858558,2.214103,3.489451,3.849745,2.37523,2.358556,0.8659071,2.379657,2.458685,3.429128,2.408229,1.837257,3.728703,2.268577,3.569185,3.712678,2.426068
1.805487,3.853901,2.214644,3.491232,3.870085,2.373204,2.368574,0.8596709,2.382074,2.4597,3.428106,2.4085,1.897058,3.736312,2.269214,3.564598,3.736301,2.420438
1.823855,3.851198,2.214678,3.494846,3.900909,2.372929,2.377703,0.85426,2.384278,2.460748,3.427357,2.408812,1.943944,3.743239,2.269382,3.563356,3.750829,2.418877
1.848554,3.850049,2.214068,3.495757,3.923366,2.372108,2.386574,0.8493379,2.386452,2.461955,3.426561,2.409194,1.998341,3.756301,2.268174,3.561187,3.762455,2.417149
1.953094,3.868875,2.21565,3.491624,3.938835,2.370759,2.394503,0.8451748,2.388399,2.463207,3.425779,2.409616,2.029984,3.762387,2.267664,3.550596,3.780395,2.412928
1.995553,3.869787,2.218545,3.486936,3.953614,2.369061,2.40211,0.8419067,2.390218,2.464425,3.425045,2.410066,2.035571,3.757987,2.268757,3.540183,3.796906,2.408515
2.050449,3.878746,2.220002,3.480361,3.966024,2.367224,2.409112,0.83924,2.391946,2.465633,3.424333,2.410544,2.049992,3.759594,2.268996,3.528146,3.809569,2.404325
2.092791,3.886449,2.220873,3.474622,3.981642,2.365786,2.415621,0.8366704,2.39374,2.466845,3.423625,2.41105,2.061266,3.761324,2.269047,3.523269,3.817282,2.402627
2.16757,3.899294,2.222761,3.469412,3.993995,2.364269,2.420989,0.8345789,2.395277,2.468065,3.422946,2.411574,2.072351,3.762913,2.269206,3.51432,3.8297,2.399209
2.194148,3.90387,2.22344,3.465971,4.005241,2.362908,2.425473,0.8328503,2.396621,2.469252,3.422308,2.412105,2.082435,3.764443,2.269368,3.508596,3.84017,2.396416
2.218755,3.908332,2.223845,3.460768,4.017089,2.361459,2.428927,0.8314961,2.397756,2.470437,3.42172,2.41264,2.092935,3.766575,2.269402,3.501101,3.85119,2.393529
2.240827,3.912471,2.224133,3.45617,4.028174,2.359947,2.430666,0.8305526,2.398518,2.471387,3.4212,2.413153,2.102875,3.768873,2.269399,3.494917,3.861147,2.390734
2.260536,3.916223,2.224291,3.450153,4.042653,2.358351,2.431976,0.8298457,2.399181,2.47233,3.420696,2.41366,2.112117,3.771223,2.269345,3.49108,3.868094,2.389171
2.277812,3.919433,2.22449,3.441736,4.057039,2.356128,2.432716,0.8291632,2.399778,2.472842,3.420716,2.414068,2.120162,3.773261,2.269365,3.485412,3.875703,2.386986
2.293231,3.922279,2.224662,3.433315,4.07054,2.354383,2.433402,0.8285329,2.400363,2.473394,3.420714,2.414464,2.127375,3.775076,2.26938,3.474047,3.890104,2.38313
2.310281,3.925655,2.224506,3.425864,4.081386,2.352106,2.434011,0.8279735,2.400912,2.473981,3.420701,2.414846,2.137008,3.778055,2.269038,3.464353,3.900661,2.378785
2.338673,3.930547,2.223942,3.41877,4.09098,2.349894,2.434584,0.8274245,2.401449,2.474566,3.420667,2.415211,2.144688,3.78015,2.268632,3.4559,3.909179,2.374889
2.353112,3.936357,2.222175,3.412274,4.099319,2.347775,2.43509,0.8268645,2.401949,2.475182,3.420556,2.415546,2.148793,3.783214,2.267575,3.452303,3.912531,2.373148
